grid.nam,latitude,longitude,elevation,all_flower_mid,all_fruit_mid,development_time,development_time_herb,development_time_WD,flower_herb_mid,flower_WD_mid,fruit_herb_mid,fruiting_WD_mid,all_flower_var,flower_herb_var,flower_WD_var,all_fruit_var,fruit_herb_var,fruit_WD_var,all_flower_range,flower_herb_range,flower_WD_range,all_fruit_range,fruit_herb_range,fruit_WD_range,annual_flower_mid,perennial_flower_mid,annual_fruit_mid,perennial_frui_mid,Area,MAT,TCQ,PET,MAP,PDM,TS,PS,daylength
546,45.49,88.36,748.857,188.05,212.4,24,21.5,44.4,191,159.7,213.5,203.3,0.17,0.16,0.17,0.15,0.15,0.2,85.6,87.6,67.4,84.2,86.4,66.6,187.8,191.7,208.1,214.9,10000,278.82385,259.7541,573.01,174.293,5.94419,138.092,35.7584,15.48
547,45.63,89.63,1086.88,191.59,213.35,22.9,20.4,43.7,194,166.1,214,207.2,0.16,0.14,0.2,0.14,0.14,0.19,87,88.7,70.4,85.4,87.3,70,198.4,193.1,216.4,213.5,10000,276.88195,258.6796,488.446,175.171,6.04002,132.831,40.4325,15.5
568,45.97,116.84,932.209,199.07,221.24,23.7,22.2,41.5,201.6,158.4,222.6,202.8,0.16,0.15,0.15,0.12,0.12,0.18,98.1,100.1,68.1,97.3,98.9,77.8,210.3,200.3,224.6,222.3,8361,273.1939868,253.1441,397.119,264.867,2.67167,148.453,105.516,15.55
569,45.86,118.12,919.31,199.07,221.24,23.7,22.2,41.5,201.6,158.4,222.6,202.8,0.16,0.15,0.15,0.12,0.12,0.18,98.1,100.1,68.1,97.3,98.9,77.8,210.3,200.3,224.6,222.3,10000,273.363835,253.4775,396.182,315.724,2.95354,146.751,109.386,15.53
570,45.73,119.4,939.976,195.46,220.34,25.6,21.8,60.2,198.6,160.3,220.1,223.1,0.17,0.16,0.17,0.16,0.15,0.21,92.9,95.3,68.8,92.2,94.9,68.6,208.7,197,225.8,219,10000,273.3644,254.5043,376.759,396.771,3.04464,139.595,112.111,15.51
571,45.6,120.68,665,194.03,219.99,26.4,22.3,64,197.4,156,219.7,223.1,0.17,0.16,0.16,0.17,0.16,0.24,93.6,96.4,65,92.8,95.8,65.8,210.4,195.3,228.8,218,10000,275.50994,257.3411,432.388,428.578,2.48278,134.885,117.294,15.5
572,45.45,121.95,260.683,194.05,219.62,25.9,22.4,59,197,159.2,219.4,221.8,0.17,0.15,0.17,0.17,0.16,0.24,93.6,96,68.3,92.9,95.1,71.8,212.1,194.2,230.2,217.1,10000,278.00898,259.7347,523.032,413.993,1.66061,135.31,121.928,15.48
573,45.29,123.21,141.69,194.38,218.97,24.8,21.3,58.1,197.2,159.1,218.7,221.5,0.17,0.16,0.18,0.16,0.15,0.25,94.4,96.8,67.4,94.1,96.5,71,211.5,194.6,228.9,216.5,10000,278.42685,259.7101,550.701,414.172,1.03723,137.853,119.373,15.46
574,45.12,124.47,146.317,198.65,220.71,21.5,19.6,63.8,200.1,161.7,220.4,227.7,0.18,0.18,0.2,0.18,0.18,0.25,103.4,104.5,80.1,104.1,104.9,86.5,213.8,196.5,230.1,217.6,10000,278.13944,259.0319,546.669,449.73,2.09905,139.861,114.169,15.43
575,44.94,125.72,168.429,200.92,223.59,22.2,19.6,67,202.4,169.7,222.7,240.2,0.19,0.18,0.24,0.19,0.18,0.24,105,106.3,81.1,105.3,106.9,78.2,215.9,198.9,234.4,219.5,10000,277.50765,257.8639,533.14,544.664,3.52327,142.782,108.151,15.41
576,44.75,126.97,213.878,192.71,221.43,29.2,23.9,66.3,197.4,151.4,221.5,221.1,0.21,0.18,0.16,0.2,0.18,0.31,95.1,99.5,58.8,98.4,102.7,67.8,211.6,195.1,232.4,219.5,10000,276.71803,256.9124,508.163,630.85,4.94244,143.021,101.712,15.39
577,44.55,128.2,586.317,192.02,220.7,30.1,24.2,69.7,196.8,150.4,220.3,223.7,0.21,0.19,0.16,0.2,0.19,0.28,91,95,58.3,93.9,97.9,66.9,210.5,194.9,230.8,218.5,10000,274.62598,255.3727,428.464,679.721,5.5793,139.42,97.2103,15.36
578,44.34,129.43,472.65,191.95,220.32,30.1,24.5,70.2,196.8,150.2,219.9,224,0.21,0.19,0.15,0.19,0.18,0.29,91.8,95.8,58.8,92.9,96.3,68.2,208.4,195.3,226,218.9,10000,276.03577,257.3986,457.142,587.766,4.33754,135.449,93.2068,15.34
579,44.12,130.66,508.585,191.97,221.24,30.6,25.5,68.3,196.3,153.8,220.6,226.7,0.21,0.19,0.15,0.19,0.18,0.26,92.2,95.8,61,93,95.9,70.2,205.5,195.1,226.1,219.7,9509,275.68363,258.0934,432.658,595.343,4.80439,128.646,88.9879,15.31
593,43.53,81.16,1431.25,187.04,212.21,24.6,21,52.9,190.1,158.4,212,213.7,0.18,0.17,0.15,0.16,0.15,0.22,83.4,85.6,62.6,83.6,85.8,65.9,187,190.6,210.2,212.4,8939,278.2086,262.4834,496.6,349.651,9.58738,111.556,51.7211,15.24
594,43.73,82.38,1417.39,187.64,212.57,24.2,20.6,52.3,190.5,160.7,212.2,215.5,0.18,0.17,0.16,0.16,0.15,0.19,84.7,87.1,63.3,85,87.5,65.3,187.4,191.1,209.9,212.7,10000,277.50351,260.2455,468.91,258.416,6.30158,121.215,58.9012,15.26
595,43.93,83.61,2429.2,189.99,213.41,23.1,19.7,48.3,193,162.7,213.5,212.9,0.18,0.17,0.18,0.16,0.15,0.2,86,88.6,63.2,85.6,88.2,66.8,191.7,193.3,212.8,213.6,10000,270.45941,253.0253,274.571,316.654,4.06158,122.432,81.4208,15.28
596,44.11,84.84,1662.47,191.48,215.07,22.9,19.9,48.2,193.8,166.4,215,216,0.17,0.16,0.2,0.16,0.15,0.23,85.9,87.6,68.3,85,87.1,67.2,192.5,194.2,213.2,215.6,10000,274.97313,256.941,448.563,237.732,3.703,127.54,72.657,15.31
597,44.29,86.08,669.195,190.82,213.25,21.7,19.3,44.4,193.2,164.8,213.7,208.8,0.19,0.18,0.2,0.16,0.16,0.22,87.4,89.1,69.8,88,89.8,71.2,194,192.9,213,214,10000,281.46112,262.7637,680.138,158.857,3.71177,133.811,53.9853,15.33
598,44.45,87.32,460.475,191.14,212.7,21.4,18.6,48.9,193.4,164.9,212.6,213.9,0.18,0.17,0.18,0.16,0.15,0.19,87.5,89,70.8,86.9,88.5,71.1,193.1,193.5,212.3,212.7,10000,281.82486,262.6898,700.766,166.003,5.47261,138.215,37.9972,15.35
599,44.6,88.57,566.929,188.46,212.67,23.9,21.4,44.4,191.3,160.4,213.7,203.3,0.17,0.16,0.17,0.16,0.15,0.2,85.4,87.4,67.3,84.2,86.3,66.6,188.2,192,208.6,215,10000,280.34544,260.8885,635.771,167.27,5.64056,140.603,34.889,15.37
600,44.75,89.82,778.538,191.45,213.42,23,20.4,43.5,194.2,163.6,214.4,205,0.16,0.15,0.2,0.14,0.14,0.21,86.5,88.5,68.4,85.2,87.4,67.9,198.6,193.3,216.3,213.9,10000,279.13121,260.2077,573.315,144.789,4.36644,137.139,41.7779,15.39
601,44.88,91.08,1216.56,192.52,215.33,23.1,20,51.3,194.8,168,215.1,217.2,0.15,0.14,0.2,0.15,0.14,0.2,87.7,89.7,67.9,85.7,88,66.1,198.5,193.9,214.9,215.2,8644,278.24326,260.6721,505.456,106.507,2.15967,129.28,60.3334,15.4
602,45,92.35,1247.24,191.82,215.73,24.3,19.7,55.6,194.7,166.6,215.1,220.3,0.14,0.12,0.17,0.12,0.11,0.21,87.5,90.3,65.4,86.9,90.1,65.7,198,194.1,213.7,215.4,5513,279.7521,261.0716,550.126,73.5096,1.10235,135.607,69.0563,15.42
620,45.18,115.42,1163.64,197.33,219.8,23.1,20.1,54.2,200.1,162.4,219.8,219.7,0.17,0.16,0.15,0.14,0.13,0.18,95.2,97.2,70.9,95.2,97.2,74.2,207.2,198.9,221.7,219.5,8067,273.403876,254.1976,381.034,264.176,2.08497,141.569,107.666,15.44
621,45.08,116.69,928.35,197.96,220.46,23.3,19.9,57.7,201.1,158.5,220.5,219.6,0.17,0.16,0.15,0.13,0.13,0.21,94.5,96.7,68.1,94.8,97.2,71.1,207.2,200.1,222,220.3,10000,274.24139,254.5622,424.943,273.668,2.27606,144.775,108.313,15.43
622,44.97,117.96,982.073,198.51,222.22,24.5,21.6,52.8,201.8,158,223,213.5,0.17,0.15,0.15,0.13,0.12,0.22,95.7,98,69,95.9,98.3,73.4,208.8,200.6,221.8,223.3,10000,274.109657,255.2382,409.42,340.468,2.68668,139.122,111.436,15.41
623,44.85,119.22,1002.02,198.51,222.44,24.7,20.8,57.5,202.1,161.4,222.6,220.6,0.17,0.16,0.16,0.14,0.13,0.2,95.8,98.6,69,96.1,99,72.4,210.9,200.5,222.8,222.6,10000,274.33981,256.4616,393.905,407.613,1.97181,132.987,117.213,15.4
624,44.71,120.48,537.718,202.99,226.33,25.9,21.5,67.6,206.8,158.1,226.2,228.1,0.18,0.16,0.17,0.15,0.14,0.23,99.9,102.9,67.5,99.3,102.1,72.5,217.6,204.5,231.7,224.9,10000,277.55684,260.1853,488.406,409.029,1.45481,129.681,121.925,15.38
625,44.57,121.73,200.707,201.47,226.39,26.3,23,66.1,204.1,163,225.9,233.8,0.19,0.17,0.22,0.16,0.15,0.28,99.4,101,78.8,99,100.6,78.8,215.5,200.9,234.2,223.4,10000,279.24404,261.4469,562.968,395.262,1.10292,132.023,120.844,15.36
626,44.41,122.98,151.875,203.6,227.77,26.3,24,56.7,205.2,175.2,227,240.6,0.21,0.2,0.27,0.15,0.13,0.33,109.2,111.6,73.7,106.8,109,76.3,218.3,199.7,234.9,223.5,10000,278.87453,260.512,563.106,419.465,1.66495,135.179,116.324,15.34
627,44.25,124.22,186.244,209.26,235.86,24.8,24.4,31,208.5,219.5,234.6,258.4,0.18,0.18,0.03,0.12,0.12,0.07,100.6,102.1,76.8,94.4,95.6,71.3,219.5,204.6,243.8,231.7,10000,278.34106,259.6969,550.478,491.264,2.72386,136.591,111.852,15.32
628,44.07,125.46,206.225,201.51,232.76,32.1,26.4,74,205.4,168.5,231.2,245.6,0.23,0.2,0.26,0.16,0.16,0.21,103.4,108.4,65.9,100.8,106.4,58.4,207.8,204.8,235.7,230,10000,278.00194,258.8953,541.979,602.384,4.51554,138.914,106.718,15.3
629,43.88,126.69,331.095,203.28,233.24,35.6,28.5,73,209.8,158.6,232.3,238.6,0.22,0.18,0.2,0.16,0.14,0.23,100,105.3,68.2,100.6,106.7,68.1,215.4,208.4,244,229.1,10000,276.78713,257.3455,503.65,685.438,5.95342,140.098,99.9402,15.28
630,43.68,127.91,569.625,192.11,222.11,31.4,25,70.9,197.5,151,221.6,225.8,0.22,0.2,0.16,0.2,0.19,0.27,90.7,95.2,58.6,92.7,96.6,67.6,211.2,195.5,232,219.7,10000,275.59967,257.0665,442.962,670.506,5.78593,134.411,96.8972,15.25
631,43.48,129.13,576.641,192.05,222.07,31.4,24.5,68.5,197.4,155,221.5,225.6,0.2,0.18,0.17,0.19,0.18,0.24,89.1,93.9,57.6,89.8,94.9,62.2,210.6,195.6,231,220,10000,275.89863,258.1453,439.235,602.125,4.65391,130.012,94.1683,15.23
632,43.26,130.34,543.366,192.2,221.22,30.4,24,71.3,197,153.6,220,230.1,0.2,0.18,0.17,0.19,0.19,0.24,94.2,98.7,60,95.4,99.5,68.8,209.4,195.1,227,218.7,9336,276.00418,259.3736,424.439,636.242,4.77364,123.224,87.6612,15.2
645,42.45,80.26,3215.98,192.15,215.48,23.4,20,50.6,194.4,166.7,215.2,217.9,0.15,0.14,0.21,0.13,0.12,0.22,84.2,86.4,62.2,83.7,86.3,62.8,199.4,193.7,217,214.9,5647,268.979,254.4052,187.799,382.549,4.22205,104.895,78.6983,15.11
646,42.66,81.46,2834.79,191.67,215.91,24,20.2,52.8,194.3,164.7,215.5,218.9,0.15,0.14,0.19,0.13,0.12,0.19,84.6,86.9,62.8,84.5,86.9,66.1,197.3,193.9,215,215.6,10000,271.22314,255.9089,265.442,377.266,3.99734,108.877,81.4067,15.13
647,42.87,82.66,2784.82,190.83,214.07,22.4,18.2,54.2,193.9,161.8,213.6,217.6,0.17,0.16,0.18,0.14,0.14,0.17,85,87.3,64.4,85.4,87.8,66.7,193.5,193.9,213.6,213.6,10000,270.5103,254.1082,246.593,317.06,3.08814,115.163,86.4634,15.16
648,43.06,83.87,2468.65,190.66,213.57,22.6,18.7,54.5,193.6,159.8,213.2,216.4,0.17,0.16,0.16,0.14,0.14,0.17,85.1,87.3,63.4,85.3,87.6,66.1,191.7,194,212.4,213.4,10000,270.33961,252.6668,251.778,267.876,2.49598,122.549,94.6361,15.18
649,43.24,85.09,3261.73,190.58,213.15,21.9,18.7,49,193.3,162.7,213.2,213,0.18,0.17,0.17,0.16,0.15,0.19,84.7,86.5,67,85,86.9,69.1,193.3,193.3,213,213.2,10000,267.41617,251.8389,130.911,311.83,2.15929,110.643,100.565,15.2
650,43.41,86.31,2864.54,191.79,212.97,21,18.3,47.8,194,165.3,212.9,213.8,0.18,0.17,0.18,0.15,0.15,0.19,86.2,87.5,71.7,86.4,87.9,70.9,194.2,194,213,212.9,10000,270.40809,255.9736,224.523,288.013,1.88595,105.292,94.2387,15.22
651,43.57,87.54,1596.15,190.88,212.53,21.5,18.8,48.6,193.2,164.1,212.5,213.1,0.17,0.16,0.18,0.16,0.15,0.18,87.6,89.2,70.6,87.1,88.7,71.3,192.4,193.5,211.7,212.7,10000,277.08378,260.7997,496.363,227.368,4.05778,119.441,63.6833,15.24
652,43.72,88.78,2060.31,190.94,212.36,21.7,19.1,46.9,193.2,164.8,212.5,211.1,0.17,0.16,0.19,0.16,0.15,0.19,87.1,88.4,72.9,86.5,88,72.2,193.5,193.2,212.7,212.4,10000,274.47974,258.4739,380.189,217.736,3.63443,118.637,64.6125,15.26
653,43.86,90.02,1312.72,193.31,215.09,22.6,19.8,45.2,196.2,164.6,215.9,208.2,0.16,0.15,0.22,0.15,0.14,0.24,90.2,92.2,72.6,89,91.3,71.4,199.2,195.4,215.4,216,10000,277.22077,259.8588,511.18,150.164,2.72333,127.419,60.3946,15.28
654,43.99,91.26,1395.46,192.73,216.07,23.5,20.1,51.7,195.7,163.3,216.5,212.2,0.16,0.15,0.19,0.14,0.13,0.24,89.9,92.6,66.1,89.8,92.7,66.2,201.6,194.4,216.1,216.6,10000,278.31771,261.6266,511.47,101.259,1.16934,124.065,75.3826,15.29
655,44.11,92.51,1503.88,191.82,215.73,24.3,19.7,55.6,194.7,166.6,215.1,220.3,0.14,0.12,0.17,0.12,0.11,0.21,87.5,90.3,65.4,86.9,90.1,65.7,198,194.1,213.7,215.4,10000,277.80808,261.3852,482.146,134.656,1.88373,121.969,78.7152,15.31
656,44.22,93.76,950.872,192.54,216.4,24,19.6,53.6,195.8,166.4,216.2,218,0.15,0.14,0.15,0.13,0.12,0.19,89.8,92.6,68.4,88.2,91.4,67.5,204.1,194.4,218.5,215.7,9887,280.10473,262.4698,588.664,84.5059,1.30291,128.827,77.2962,15.32
671,44.45,112.76,1160.5,196.57,219.4,20.7,19,35.8,199.3,170,220.4,209.9,0.19,0.18,0.17,0.12,0.12,0.17,106.4,109.9,73.2,106.8,109.8,79.3,216,193.9,229.3,216.9,9557,275.10088,255.7147,446.221,181.989,1.00064,142.193,107.316,15.35
672,44.38,114.02,1135.08,195.18,218.42,20.8,17.9,41.5,197.9,173.5,218.2,219.7,0.19,0.18,0.16,0.14,0.13,0.17,100.1,103.5,73,99.7,103.4,74.5,217.4,193.3,231,214.5,9769,274.51608,254.9203,424.795,221.376,1.35171,143.106,111.515,15.34
673,44.29,115.28,1148.57,197.33,219.8,23.1,20.1,54.2,200.1,162.4,219.8,219.7,0.17,0.16,0.15,0.14,0.13,0.18,95.2,97.2,70.9,95.2,97.2,74.2,207.2,198.9,221.7,219.5,10000,274.049581,254.3183,413.927,260.001,2.03289,143.661,107.367,15.33
674,44.19,116.54,1117.1,197.67,220.7,24,20.1,59.5,200.8,160.9,220.3,225,0.18,0.16,0.18,0.14,0.13,0.23,94,96.2,69.8,93.7,96.4,68.8,206.7,199.8,221.9,220,10000,274.40241,255.3849,413.63,308.573,2.31211,139.195,108.307,15.32
675,44.08,117.79,1189.63,199.14,223.27,26,21.5,64.6,202.4,162,222.5,230.5,0.17,0.15,0.18,0.14,0.13,0.2,96.1,98.6,71.1,96.2,98.8,72.9,210,201,225.9,221.8,10000,274.35236,256.7604,387.846,382.911,2.56536,129.97,112.977,15.3
676,43.96,119.04,817.122,202.03,225.5,23.7,19.3,60.5,205.8,162.2,225.6,224.2,0.18,0.16,0.16,0.13,0.13,0.19,99.1,101.6,74.4,100.5,103.1,77.8,215.1,203.7,226.8,225.3,10000,276.55152,259.4924,452.396,392.592,1.2622,127.287,123.21,15.29
677,43.83,120.28,374.488,201.66,224.68,25,21.1,56.8,205,166.1,224.4,227.4,0.18,0.16,0.23,0.14,0.13,0.23,101.6,104.4,75.6,101.1,103.9,77.4,216.3,202.2,229.3,223,10000,279.22074,262.2878,545.174,382.884,1,126.461,122.729,15.27
678,43.69,121.52,218.59,200.14,224.02,24.9,21.9,59.4,203,157.5,224,223.8,0.19,0.17,0.23,0.16,0.15,0.32,101.2,103.5,71.3,101.6,104.2,72.7,215.7,199.9,231.2,222.1,10000,279.66995,262.1579,576.26,395.245,1.38743,129.743,115.396,15.26
679,43.54,122.75,165.634,199.39,224.48,26.1,23.6,62.9,201.5,157.4,224.1,233.2,0.2,0.19,0.28,0.18,0.16,0.4,105.4,107.7,68.9,105.9,108.3,70.7,216.2,197.3,233,221.2,10000,279.34889,261.248,571.902,441.779,2.24863,132.95,108.617,15.24
680,43.37,123.98,150.103,198.22,225.88,28.5,25.6,61.2,201,155.9,225.8,226.9,0.22,0.2,0.27,0.19,0.17,0.42,102.4,105.6,62.2,102.6,106,64.8,212.7,198.1,231.6,224.2,10000,279.38175,261.1811,571.893,564.18,4.02383,132.904,104.849,15.22
681,43.2,125.2,292.7,198.69,230.82,31.1,28.1,56.4,202.1,162.3,231.2,226.5,0.22,0.2,0.25,0.18,0.16,0.41,103.9,108.6,59.9,104.5,109.3,62.4,206.9,200.9,232.3,230.8,10000,278.06334,259.2796,536.676,687.681,6.41782,136.052,100.217,15.2
682,43.01,126.42,416.65,192.01,228.06,37.7,29.1,78.8,199.7,149.1,227.4,231.6,0.24,0.22,0.13,0.18,0.17,0.25,92.6,98.8,57.1,95.2,101.2,66.4,212.7,197.4,236.3,225.6,10000,277.01044,257.6782,503.41,756.321,8.09276,138.346,95.208,15.17
683,42.82,127.63,652.974,191.87,222.91,32.6,25.2,69.3,197.6,155,222.3,226.5,0.2,0.18,0.17,0.19,0.17,0.25,88.8,94,57.3,89.5,94.8,62.7,212.8,195.5,234.1,220.5,10000,275.77191,257.3655,448.958,715.189,7.23863,132.693,94.2133,15.15
684,42.61,128.83,705.769,192.33,223.02,32.2,24.9,68,198.2,155,222.6,225.3,0.2,0.18,0.17,0.19,0.17,0.24,89.1,94.4,57.3,89.2,94.8,61.5,212.8,196.2,233.4,221,9515,275.82741,259.0296,426.576,647.254,6.42065,123.124,92.2367,15.13
695,40.89,77.05,3511.18,193.36,214.44,24.2,18,45.1,199.3,169.3,214.4,214.6,0.17,0.14,0.16,0.1,0.1,0.1,97.5,104.8,69.1,97.8,107.2,65.6,206.3,197.6,218.1,213.2,5949,270.79481,255.7552,206.918,203.627,2.67811,107.07,76.3858,14.93
696,41.13,78.21,3340.87,193.59,217.42,26.8,22.6,40.7,199.2,172.2,219.6,210.2,0.18,0.16,0.2,0.12,0.12,0.1,100,108.3,70.5,101.6,110.6,71.7,211.6,194,228.1,214.6,8264,272.01754,257.5956,245.488,214.791,2.0525,103.414,80.9405,14.96
697,41.37,79.38,2078.42,193.52,216.53,24.1,20.6,45.1,196.6,171,216.7,215.3,0.16,0.15,0.19,0.13,0.12,0.17,91.1,93.9,72.2,91.3,94.3,73.3,205.7,194.4,224.7,214.3,9369,278.50559,263.84379,468.366,180.024,2.43946,104.962,74.2661,14.99
698,41.59,80.56,2297.44,195.18,218.66,23.7,20.4,43.7,198,173.9,218.9,217.2,0.16,0.15,0.21,0.13,0.12,0.18,89.1,91.3,74.1,89.7,92.2,74.8,206.9,195.8,222.4,217.8,10000,276.9508,261.8269,412.024,186.785,1.98714,107.984,79.1737,15.01
699,41.8,81.74,1832.43,192.72,217.42,23.9,20.8,41.7,195.2,175.7,217.9,214.4,0.16,0.15,0.23,0.13,0.12,0.19,85.4,87.6,71.8,86.6,89.7,69.5,203.4,193.7,220.1,217.4,10000,278.90479,263.0475,499.323,169.471,1.71921,112.265,79.8244,15.03
700,42,82.93,1712.68,198.01,218.33,20.5,17.7,45.9,200.3,170.2,218.8,214,0.15,0.13,0.22,0.11,0.1,0.18,87.8,89.2,73.3,87.1,88.8,72,207.4,198.9,221.3,218.1,10000,279.25332,262.563,515.284,139.033,1.66279,117.237,81.9921,15.06
701,42.19,84.13,2224.51,197.8,218.34,21.2,18.4,45.9,200.4,166.7,219.2,210.8,0.15,0.13,0.21,0.11,0.1,0.15,88.6,90.2,72.7,87.7,89.6,71.3,205.1,199.5,221.2,218.6,10000,274.81066,257.8906,356.703,174.86,1.40237,118.353,95.1579,15.08
702,42.37,85.33,2673.77,197.94,218.01,20.9,18.3,42.8,200.3,172.4,218.6,212.7,0.14,0.13,0.21,0.11,0.11,0.18,90.8,92,79.2,89.8,91.4,76.3,205.2,199.2,220.8,218,10000,272.985797,257.5752,265.821,206.172,1.08363,109.501,102.614,15.1
703,42.54,86.54,2319.63,193.19,214.38,21.2,18.3,47.7,195.5,166.9,214.3,215.6,0.17,0.16,0.18,0.15,0.14,0.17,87.3,88.6,73.2,86.8,88.2,73.4,197.8,194.9,218,213.2,10000,276.17514,261.7608,364.585,189.931,0.828781,104.996,96.484,15.12
704,42.7,87.76,1858.56,192.57,214.1,21.6,18.7,49.9,194.9,164.5,214,215.5,0.17,0.16,0.17,0.15,0.14,0.18,87,88.4,71.9,86.5,87.9,71.9,195.5,194.8,216.5,213.3,10000,277.45305,262.0728,454.381,163.981,1.34349,113.636,77.2279,15.14
705,42.85,88.98,501.2,191.16,213.16,22,19.2,47.4,193.8,162.9,213.4,211.2,0.17,0.16,0.18,0.15,0.15,0.21,88.1,89.7,72.1,87.2,89,71.5,194.3,193.7,214.8,213,10000,284.0113,265.94979,787.516,59.7205,0.779354,134.538,49.2208,15.16
706,42.98,90.2,1031.78,192.23,215.65,24.6,21,45.2,196.7,161.4,217,206.1,0.16,0.14,0.19,0.15,0.13,0.28,94.2,97.2,75.4,94.1,97.7,73.5,204.5,194.7,217.4,216.9,10000,281.96968,264.25125,643.846,67.4847,0.591204,131.029,64.7559,15.17
707,43.11,91.43,755.366,192.73,216.07,23.5,20.1,51.7,195.7,163.3,216.5,212.2,0.16,0.15,0.19,0.14,0.13,0.24,89.9,92.6,66.1,89.8,92.7,66.2,201.6,194.4,216.1,216.6,10000,282.94507,265.11426,718.298,45.4466,0.192854,131.142,80.3778,15.19
708,43.23,92.67,1497.32,192.22,216.72,24.2,20.3,54.7,195.3,164.4,216.7,217,0.15,0.14,0.15,0.13,0.11,0.21,91.1,94,65.8,91.1,94.2,67.3,203.2,193.6,218.8,216.1,10000,279.75107,263.24642,538.17,107.023,1.42615,122.273,77.4154,15.2
709,43.33,93.9,2126.34,193.49,217.41,23.6,19.7,55.1,196.5,165.2,217.3,218.1,0.16,0.14,0.15,0.13,0.12,0.21,91.7,94.4,67.6,91.1,94,67.8,206.4,194.4,221.1,216.3,10000,275.30187,260.9687,365.263,145.231,1.83839,108.632,85.6596,15.21
710,43.43,95.14,966.575,194.6,219.47,24.4,21.1,50.1,197.8,167.3,219.7,216.9,0.16,0.15,0.14,0.13,0.12,0.24,94.8,97.7,71.1,94.1,97.1,69.7,209.7,195.1,225,218.2,9820,280.42326,263.5727,576.041,57.1905,1.01844,123.916,86.2134,15.22
724,43.56,112.67,997.41,192.29,217.11,23.4,20.6,43.1,196.1,166.2,218.2,209.7,0.21,0.2,0.18,0.13,0.13,0.14,101.4,104.5,80.4,99.8,102.5,81.8,217.7,189.3,228.1,214.4,10000,276.73197,257.389,501.494,170.404,1.03185,141.328,105.995,15.24
725,43.49,113.91,1062.05,193.33,217.12,21.8,18.7,44.1,195.9,173.4,216.6,220.8,0.19,0.19,0.17,0.14,0.14,0.16,99.2,101.9,78.9,97,100.3,74.8,217.7,190.6,229.1,212.8,10000,276.10456,256.9714,470.438,222.869,1.88866,139.389,108.233,15.23
726,43.4,115.15,1146.85,198.29,221.19,23.5,20.2,55.8,200.7,168.7,220.5,227.6,0.18,0.17,0.16,0.13,0.13,0.13,96.7,98.4,76.1,97.2,99.1,79,210,198.9,224.9,219.5,10000,275.12191,255.8372,440.605,272.365,2,139.85,106.307,15.22
727,43.31,116.39,1285.6,198.24,222,24.8,20.9,62.7,200.8,165.8,220.9,233.5,0.17,0.16,0.2,0.14,0.13,0.18,95.3,97.1,74.7,94.5,96.7,73.9,210.4,199.2,225.1,220.1,10000,274.31645,255.9083,398.234,339.632,2.05997,134.068,106.951,15.21
728,43.2,117.63,1236.47,199.94,223.61,25.8,21.7,65.6,202.9,161.3,222.7,233.7,0.16,0.14,0.2,0.14,0.13,0.23,97.6,100.1,68.8,96.7,99.3,70.6,213.8,200.6,227,221.7,10000,275.01158,258.1147,402.431,406.372,1.95956,124.624,111.618,15.2
729,43.08,118.86,735.744,199.86,223.87,25.7,21.7,64.1,202.8,162,222.9,234.3,0.17,0.15,0.21,0.14,0.13,0.22,97.1,99.7,68.2,96.5,99.1,71.7,214.3,200.4,227.3,221.9,10000,278.38249,261.8792,503.096,380.03,1.12791,122.89,117.88,15.18
730,42.95,120.09,416.225,201.59,225.73,25.6,21.3,57.9,205.2,165,225.2,230,0.19,0.16,0.23,0.14,0.13,0.22,102.7,106.1,72.7,102.6,106,77.4,215.9,202.2,230.4,223.6,10000,279.87118,263.26285,561.991,383.714,1,123.614,116.868,15.17
731,42.81,121.32,330.375,200.36,225.74,26.2,23.5,55.5,203.2,158,226,221.2,0.21,0.19,0.26,0.17,0.16,0.38,103,105.5,72.4,103.5,106.2,75.4,214.2,200.2,230.1,224.8,10000,279.8573,262.9164,570.619,436.291,1.64139,125.529,109.998,15.15
732,42.66,122.53,164.585,199.13,224.32,26.5,23.6,57.3,202.5,150.6,225,214.2,0.21,0.19,0.23,0.18,0.16,0.39,103.1,106.3,65.1,104.8,107.8,71.9,214.3,199,230.1,223.3,10000,280.20157,262.7027,581.004,507.702,2.52808,128.528,104.263,15.13
733,42.5,123.75,130.6,194.47,223.43,30,23.9,74.8,199.9,141.4,223.4,223.8,0.24,0.2,0.21,0.21,0.19,0.38,98.9,103.7,58.8,100.5,105.4,63.9,212.3,196.6,228.5,221.9,10000,280.51651,262.7772,582.965,646.121,5.10729,129.285,99.2321,15.11
734,42.33,124.96,404.077,194.8,227.14,34.7,30.2,74.5,198.6,147.1,226.6,233.6,0.24,0.21,0.25,0.2,0.18,0.43,98,101.9,57.2,98.7,103.5,56.1,206,196.8,228.7,226,10000,278.39173,260.1759,520.019,800.476,8.31108,131.439,95.6953,15.09
735,42.15,126.16,595.027,187.35,227.16,41.9,32.8,85.2,194,150.7,224.9,238.1,0.23,0.21,0.12,0.18,0.17,0.19,89.3,95.4,54.6,92.1,97.4,66.9,204.5,192.3,230.7,223.9,9988,276.65434,257.8602,480.219,856.746,9.48493,134.139,93.606,15.07
736,41.95,127.35,864.3,191.63,222.8,32.8,25.1,70.1,197.5,154.8,222,227.1,0.2,0.17,0.17,0.19,0.17,0.24,88.7,94.1,57.1,89.2,94.7,62.2,212.5,195.5,233.4,220.3,9319,275.18348,256.881,433.843,799.703,9.06577,131.224,92.4767,15.05
